date,crop,region,season,pest,temperature,humidity,rainfall,wind_speed,soil_moisture,soil_ph,soil_type,nitrogen,phosphorus,potassium,weather_condition,irrigation_method,previous_crop,days_since_planting,plant_density,pest_presence,severity,recommended_treatment
2022-04-17,Wheat,South,Autumn,Japanese Beetles,31.5,38.8,66.7,8.9,33.6,7.0,Clay,180.8,90.2,153.3,Sunny,None,Tomato,62,40122,1,1,None
2024-03-20,Soybean,East,Autumn,Hessian Fly,16.5,67.6,87.7,13.5,39.0,8.3,Loam,124.2,82.5,288.5,Humid,Sprinkler,Soybean,86,26036,1,8,Immediate pesticide application recommended
2021-02-09,Tomato,Northeast,Autumn,White Grubs,19.8,50.9,53.2,24.3,35.3,7.5,Silt,181.7,15.9,50.1,Windy,Drip,Maize,65,58257,1,8,Immediate pesticide application recommended
2020-10-18,Tomato,West,Spring,Armyworms,22.4,42.1,119.0,19.0,21.7,7.0,Clay,49.5,23.8,198.9,Dry,Flood,Potato,27,59136,1,10,Immediate pesticide application recommended
2020-10-08,Wheat,Central,Summer,Wireworms,35.9,89.6,93.9,6.6,62.4,5.4,Peat,44.4,84.1,277.7,Stormy,Sprinkler,Barley,89,79000,1,10,Immediate pesticide application recommended
2020-06-22,Wheat,East,Autumn,Cutworms,38.5,67.1,123.1,27.7,46.3,7.6,Clay,135.9,68.8,179.3,Rainy,Flood,Sugarcane,62,26972,1,10,Immediate pesticide application recommended
2023-09-03,Sugarcane,East,Winter,Leafhoppers,27.6,44.5,104.0,11.5,18.9,8.0,Clay,44.5,56.4,230.3,Rainy,None,Potato,129,71613,1,9,Immediate pesticide application recommended
2023-07-19,Tomato,Southeast,Spring,White Grubs,18.7,34.7,42.5,15.7,22.1,8.4,Chalky,142.8,60.4,220.4,Humid,None,Potato,57,56897,1,10,Immediate pesticide application recommended
2020-09-30,Maize,North,Autumn,Flea Beetles,33.0,68.2,142.5,19.9,37.9,5.2,Peat,84.2,92.9,61.2,Stormy,Furrow,Cotton,149,61182,1,8,Immediate pesticide application recommended
2025-01-14,Wheat,South,Autumn,Boll Weevils,19.6,83.0,83.8,16.5,30.6,7.4,Chalky,173.7,76.3,203.1,Sunny,Drip,Tomato,48,42550,1,8,Immediate pesticide application recommended
2021-05-15,Maize,West,Spring,Stem Borers,37.2,46.5,98.1,28.1,36.2,8.3,Clay,84.6,46.6,251.6,Rainy,Drip,Potato,115,56538,1,5,Monitor closely and consider treatment
2025-03-06,Cotton,South,Autumn,Cutworms,29.8,80.4,3.9,2.7,75.4,7.9,Peat,176.6,46.7,229.1,Stormy,None,Wheat,20,40315,1,10,Immediate pesticide application recommended
2022-07-22,Sugarcane,North,Autumn,Japanese Beetles,17.0,65.4,50.0,15.7,18.0,6.3,Peat,24.5,48.0,160.4,Humid,Drip,Cotton,21,53160,1,9,Immediate pesticide application recommended
2020-03-08,Cotton,South,Winter,Aphids,20.0,47.7,135.3,24.7,11.1,5.5,Sandy,138.3,35.2,279.8,Rainy,Drip,Soybean,132,33807,1,9,Immediate pesticide application recommended
2024-06-10,Tomato,Northwest,Winter,Root Knot Nematodes,18.8,90.6,60.6,12.5,57.9,6.4,Silt,176.3,96.1,133.1,Cloudy,Sprinkler,Maize,52,77132,1,10,Immediate pesticide application recommended
2021-06-27,Soybean,Central,Spring,Hessian Fly,32.7,93.9,23.4,20.9,48.8,6.7,Chalky,147.1,27.7,127.8,Cloudy,Sprinkler,Cotton,23,76472,1,9,Immediate pesticide application recommended
2021-10-28,Rice,North,Summer,White Grubs,18.3,50.7,17.0,1.1,34.9,7.2,Silt,38.9,99.4,118.6,Windy,Drip,Wheat,46,35643,1,10,Immediate pesticide application recommended
2025-09-10,Cotton,Southwest,Summer,Grasshoppers,17.3,54.5,133.4,23.9,26.3,8.1,Clay,139.4,30.1,61.2,Rainy,Furrow,Maize,129,40329,1,7,Monitor closely and consider treatment
2020-04-20,Rice,Northeast,Winter,Armyworms,19.2,34.9,126.3,1.6,52.7,7.7,Peat,158.3,67.1,213.2,Dry,Sprinkler,Maize,139,45765,1,7,Monitor closely and consider treatment
2022-08-03,Soybean,South,Winter,Corn Borers,28.4,34.6,70.2,21.9,41.0,6.8,Sandy,170.0,66.4,81.9,Rainy,Flood,Soybean,66,72994,1,7,Monitor closely and consider treatment
2023-07-31,Rice,Southwest,Summer,Leafhoppers,31.2,55.1,115.1,17.6,17.3,6.2,Loam,61.3,19.2,250.1,Stormy,Flood,Potato,83,62661,1,10,Immediate pesticide application recommended
2025-08-28,Soybean,West,Summer,Hessian Fly,28.6,46.8,118.6,13.1,49.5,8.2,Loam,103.0,36.8,231.8,Sunny,Drip,Barley,21,63671,1,7,Monitor closely and consider treatment
2020-01-10,Cotton,Southwest,Spring,Whiteflies,26.3,57.5,44.7,5.3,28.5,6.9,Loam,140.3,98.1,103.9,Sunny,None,Cotton,70,42491,1,10,Immediate pesticide application recommended
2025-07-27,Sugarcane,East,Summer,Spider Mites,37.2,32.9,42.0,9.1,29.4,6.5,Peat,104.9,77.0,116.9,Stormy,Drip,Soybean,26,57316,1,5,Monitor closely and consider treatment
2024-07-05,Soybean,West,Winter,Grasshoppers,26.8,46.3,29.7,23.9,59.5,5.9,Sandy,88.9,19.7,63.3,Cloudy,Drip,Maize,62,65690,1,7,Monitor closely and consider treatment
2021-02-28,Sugarcane,Northeast,Autumn,Stem Borers,17.9,74.2,40.7,27.2,23.5,5.9,Peat,171.8,59.4,77.1,Stormy,Flood,Wheat,50,78421,1,10,Immediate pesticide application recommended
2025-01-19,Wheat,Southwest,Spring,Spider Mites,16.9,89.7,71.7,22.0,59.3,5.6,Peat,177.2,27.1,97.6,Cloudy,Flood,Potato,49,49485,1,8,Immediate pesticide application recommended
2024-08-23,Cotton,South,Summer,Flea Beetles,35.9,64.4,30.8,26.4,15.0,7.4,Chalky,167.8,84.0,213.8,Stormy,Flood,Sugarcane,93,24981,1,10,Immediate pesticide application recommended
2022-04-04,Barley,Northeast,Spring,Japanese Beetles,37.2,40.4,69.7,10.0,39.9,5.6,Clay,51.3,78.1,169.6,Humid,Sprinkler,Wheat,39,67852,1,7,Monitor closely and consider treatment
2025-11-05,Wheat,Northwest,Summer,Japanese Beetles,23.2,50.1,98.9,16.9,43.0,7.3,Clay,101.9,82.5,152.6,Sunny,Furrow,Potato,29,72531,1,7,Monitor closely and consider treatment
2022-01-20,Sugarcane,North,Spring,Aphids,26.4,75.2,32.2,1.3,40.7,8.1,Chalky,95.6,59.3,102.1,Dry,Sprinkler,Rice,122,72765,1,6,Monitor closely and consider treatment
2025-03-30,Soybean,Southeast,Summer,Flea Beetles,19.1,52.8,5.8,5.0,61.2,7.3,Loam,69.4,57.4,257.3,Sunny,Flood,Barley,71,75691,1,8,Immediate pesticide application recommended
2021-07-28,Potato,Northeast,Summer,Corn Borers,19.1,49.0,100.6,7.7,42.5,7.9,Loam,179.4,84.7,79.1,Humid,Sprinkler,Tomato,106,26556,1,10,Immediate pesticide application recommended
2022-11-04,Maize,Central,Spring,Armyworms,21.2,90.3,2.6,2.5,20.8,7.4,Sandy,128.3,94.7,137.2,Sunny,Flood,Barley,136,74995,1,8,Immediate pesticide application recommended
2024-01-09,Tomato,South,Summer,Root Knot Nematodes,26.6,31.0,88.8,23.5,24.3,6.1,Chalky,35.0,63.5,191.0,Sunny,Drip,Maize,47,56741,1,10,Immediate pesticide application recommended
2021-12-12,Soybean,North,Winter,Spider Mites,34.7,72.8,134.5,13.3,39.9,5.1,Silt,13.0,70.8,167.9,Windy,None,Soybean,44,79983,1,10,Immediate pesticide application recommended
2022-07-25,Cotton,South,Spring,Flea Beetles,37.6,73.0,41.7,6.5,53.8,8.3,Silt,119.8,84.7,191.4,Stormy,Flood,Maize,38,61678,1,10,Immediate pesticide application recommended
2023-12-26,Maize,Southwest,Autumn,Boll Weevils,33.5,55.8,135.6,25.9,60.8,7.6,Chalky,88.5,84.1,283.2,Humid,Sprinkler,Soybean,83,52191,1,10,Immediate pesticide application recommended
2020-09-07,Maize,Northwest,Winter,Grasshoppers,26.6,69.6,148.7,10.8,34.4,5.9,Chalky,34.2,21.0,178.6,Dry,Sprinkler,Wheat,98,44163,1,9,Immediate pesticide application recommended
2021-11-11,Cotton,Northwest,Spring,Japanese Beetles,29.0,85.1,80.9,27.3,73.6,6.2,Loam,176.0,60.6,170.0,Stormy,Sprinkler,Barley,12,38969,1,10,Immediate pesticide application recommended
2024-01-01,Soybean,Central,Spring,Spider Mites,35.3,91.8,131.0,2.2,69.5,7.7,Peat,186.1,75.3,269.5,Dry,None,Maize,109,53849,1,10,Immediate pesticide application recommended
2020-02-05,Soybean,Central,Summer,Hessian Fly,27.2,46.7,113.4,14.2,73.0,7.5,Silt,36.4,28.8,116.1,Windy,Sprinkler,Rice,77,61331,1,10,Immediate pesticide application recommended
2020-10-09,Maize,North,Summer,Aphids,29.8,78.9,47.5,15.7,45.3,7.5,Peat,108.4,36.8,111.0,Sunny,Drip,Wheat,66,59795,1,10,Immediate pesticide application recommended
2023-09-19,Rice,South,Autumn,Aphids,26.4,87.2,129.3,22.7,67.1,8.0,Loam,158.9,55.1,116.2,Humid,Flood,Potato,147,71946,1,7,Monitor closely and consider treatment
2022-11-02,Maize,South,Winter,Grasshoppers,19.3,70.8,36.4,11.2,59.6,7.8,Peat,69.8,85.1,64.5,Rainy,Flood,Soybean,69,23889,1,6,Monitor closely and consider treatment
2021-12-13,Barley,Central,Autumn,White Grubs,38.1,38.6,53.7,10.8,39.7,8.0,Loam,171.4,61.2,297.9,Rainy,Drip,Tomato,47,78683,0,0,None
2024-05-20,Tomato,East,Spring,Stem Borers,32.0,43.0,82.5,6.4,31.1,7.4,Sandy,45.0,13.6,182.9,Sunny,Furrow,Rice,93,64835,1,9,Immediate pesticide application recommended
2021-11-24,Tomato,North,Winter,Hessian Fly,18.4,54.8,113.4,19.9,20.9,5.2,Sandy,139.5,62.9,64.8,Stormy,Furrow,Rice,88,44959,1,7,Monitor closely and consider treatment
2025-05-16,Cotton,Northeast,Autumn,Cutworms,39.1,43.9,42.5,21.2,47.0,5.4,Loam,186.4,63.1,125.3,Dry,Furrow,Tomato,116,34071,1,2,Preventive measures recommended
2021-04-26,Tomato,Northwest,Summer,Armyworms,27.4,66.5,59.0,4.4,56.5,7.8,Sandy,169.8,7.1,151.2,Cloudy,Sprinkler,Tomato,67,70090,1,10,Immediate pesticide application recommended
2022-06-27,Maize,Northwest,Spring,Leafhoppers,31.8,77.1,146.6,28.2,31.3,6.3,Loam,87.4,22.2,145.3,Dry,Sprinkler,Maize,132,65507,1,10,Immediate pesticide application recommended
2024-10-04,Wheat,East,Winter,Spider Mites,16.8,32.6,86.3,22.1,25.2,6.8,Peat,175.9,77.4,108.0,Rainy,Flood,Maize,77,44032,0,0,None
2025-07-05,Wheat,East,Summer,Hessian Fly,39.2,48.2,88.2,29.7,21.0,7.3,Clay,73.1,99.2,77.2,Sunny,None,Rice,139,43217,1,6,Monitor closely and consider treatment
2024-05-22,Soybean,Southwest,Spring,Root Knot Nematodes,32.5,70.3,22.3,5.1,53.9,7.7,Chalky,126.1,59.2,236.5,Windy,Drip,Soybean,70,63214,1,8,Immediate pesticide application recommended
2022-05-20,Tomato,East,Winter,Hessian Fly,31.9,47.9,20.6,0.9,66.2,5.7,Chalky,79.1,78.0,162.5,Humid,Flood,Wheat,76,63036,1,9,Immediate pesticide application recommended
2020-08-10,Potato,South,Spring,Grasshoppers,29.1,55.5,135.7,0.1,38.1,7.6,Sandy,179.3,39.0,218.4,Stormy,Flood,Wheat,114,29816,1,10,Immediate pesticide application recommended
2022-02-07,Soybean,Southeast,Spring,Hessian Fly,21.2,81.0,129.9,14.4,13.8,7.6,Loam,98.8,14.0,132.8,Cloudy,Flood,Potato,58,72189,1,8,Immediate pesticide application recommended
2024-09-02,Potato,North,Summer,Root Knot Nematodes,29.7,62.6,108.6,21.5,41.4,5.5,Loam,87.5,20.2,289.8,Rainy,Furrow,Barley,84,61311,1,9,Immediate pesticide application recommended
2023-10-30,Rice,Central,Spring,Spider Mites,24.4,88.2,43.2,18.7,22.9,7.9,Silt,179.5,63.4,205.9,Humid,Drip,Tomato,24,68966,1,9,Immediate pesticide application recommended
2025-05-24,Soybean,East,Summer,Grasshoppers,33.6,93.0,123.4,15.5,78.5,7.1,Silt,22.3,74.4,255.0,Dry,Furrow,Cotton,44,54894,1,10,Immediate pesticide application recommended
2022-09-12,Cotton,South,Autumn,Corn Borers,21.3,68.0,41.2,23.2,50.6,6.5,Clay,15.5,94.8,174.4,Dry,None,Maize,124,38225,1,10,Immediate pesticide application recommended
2024-02-24,Potato,Central,Autumn,Thrips,19.0,45.0,50.0,2.7,41.1,6.7,Peat,31.8,45.6,99.3,Rainy,None,Maize,105,21166,1,10,Immediate pesticide application recommended
2021-09-17,Sugarcane,West,Summer,White Grubs,23.5,52.2,50.8,8.0,64.9,6.0,Chalky,64.7,9.5,291.3,Stormy,Sprinkler,Sugarcane,83,75498,1,10,Immediate pesticide application recommended
2024-03-30,Cotton,West,Winter,Corn Borers,27.1,35.7,79.7,3.4,40.4,5.3,Clay,121.9,9.7,207.1,Cloudy,Flood,Sugarcane,72,23475,1,7,Monitor closely and consider treatment
2023-05-04,Wheat,North,Autumn,Whiteflies,16.5,30.7,51.4,23.1,55.3,5.4,Clay,140.7,59.6,91.7,Cloudy,Flood,Maize,148,78283,1,8,Immediate pesticide application recommended
2022-05-24,Barley,East,Summer,Boll Weevils,30.9,54.6,8.8,25.8,67.5,6.1,Sandy,111.0,53.7,94.4,Sunny,Furrow,Cotton,91,52582,1,9,Immediate pesticide application recommended
2020-11-04,Potato,Central,Autumn,Grasshoppers,37.7,93.7,116.3,10.6,38.4,8.0,Silt,63.2,18.5,255.7,Humid,Furrow,Barley,93,29419,1,9,Immediate pesticide application recommended
2020-01-12,Sugarcane,North,Summer,Leafhoppers,28.9,80.4,2.5,21.4,51.9,6.8,Sandy,51.3,83.8,112.7,Sunny,None,Potato,81,71151,1,10,Immediate pesticide application recommended
2025-04-13,Barley,West,Autumn,Stem Borers,21.6,46.6,63.3,25.4,58.1,8.1,Silt,19.0,95.8,69.3,Rainy,None,Barley,103,34351,1,10,Immediate pesticide application recommended
2023-07-09,Cotton,Southeast,Summer,Corn Borers,36.6,65.8,60.4,23.8,71.2,7.6,Loam,182.3,64.5,217.6,Windy,Flood,Maize,116,28751,1,10,Immediate pesticide application recommended
2020-07-21,Potato,South,Summer,Thrips,29.0,77.5,140.1,11.2,38.8,5.1,Silt,110.1,17.5,229.0,Windy,Drip,Rice,63,48254,1,10,Immediate pesticide application recommended
2023-10-23,Rice,Southeast,Winter,Wireworms,28.4,72.0,83.2,22.5,72.6,6.9,Sandy,31.0,17.4,144.0,Cloudy,Sprinkler,Rice,127,62548,1,9,Immediate pesticide application recommended
2022-05-20,Cotton,Central,Spring,Leafhoppers,18.4,45.7,110.1,29.6,23.0,6.2,Silt,76.6,26.2,101.0,Rainy,Furrow,Maize,16,70334,1,9,Immediate pesticide application recommended
2023-09-14,Cotton,West,Summer,Wireworms,22.3,46.8,88.5,20.9,27.7,6.2,Silt,65.2,13.3,146.6,Windy,None,Potato,35,65611,1,8,Immediate pesticide application recommended
2023-05-30,Maize,Northwest,Winter,Cutworms,39.6,70.7,133.0,27.5,67.5,5.9,Loam,91.9,5.0,162.9,Stormy,Sprinkler,Sugarcane,22,69367,1,5,Monitor closely and consider treatment
2024-09-22,Barley,North,Spring,Wireworms,21.6,58.3,46.5,29.7,22.8,5.1,Peat,34.7,89.7,223.5,Dry,Sprinkler,Barley,65,61913,1,10,Immediate pesticide application recommended
2021-07-29,Rice,Northwest,Winter,Grasshoppers,32.7,51.2,108.7,18.9,30.7,5.2,Chalky,55.2,63.9,199.8,Windy,Flood,Sugarcane,66,60770,1,6,Monitor closely and consider treatment
2023-09-22,Rice,South,Winter,Corn Borers,18.6,73.1,130.4,13.9,24.9,7.9,Silt,69.5,61.4,68.9,Windy,Sprinkler,Sugarcane,144,51282,1,4,Preventive measures recommended
2022-07-21,Barley,Northeast,Spring,Armyworms,38.4,61.9,2.5,28.8,10.9,6.9,Chalky,130.4,90.0,219.8,Rainy,None,Potato,64,39587,0,0,None
2025-08-30,Sugarcane,Southwest,Autumn,Aphids,34.2,43.9,105.1,19.1,27.1,5.4,Peat,152.8,97.3,234.6,Sunny,Flood,Potato,76,49925,1,9,Immediate pesticide application recommended
2024-11-16,Maize,West,Winter,Corn Borers,29.6,32.0,100.2,4.3,38.9,6.1,Silt,30.2,60.0,140.3,Humid,Sprinkler,Wheat,149,49156,1,6,Monitor closely and consider treatment
2025-04-21,Maize,Southeast,Winter,Hessian Fly,18.3,68.0,45.3,7.8,65.7,6.6,Silt,81.8,82.2,277.6,Windy,Furrow,Potato,119,35117,1,9,Immediate pesticide application recommended
2023-11-07,Sugarcane,Southeast,Summer,Spider Mites,32.9,68.2,103.2,19.4,76.9,8.0,Silt,35.1,48.0,163.7,Cloudy,Sprinkler,Sugarcane,12,21210,1,9,Immediate pesticide application recommended
2021-08-31,Cotton,Northeast,Spring,Japanese Beetles,30.4,88.3,7.6,26.4,63.5,5.7,Chalky,71.8,34.5,105.3,Sunny,None,Soybean,39,66487,1,8,Immediate pesticide application recommended
2021-02-11,Tomato,West,Spring,Corn Borers,38.4,70.7,31.9,24.1,74.6,6.4,Silt,42.8,34.4,104.3,Sunny,Flood,Maize,149,62314,1,9,Immediate pesticide application recommended
2023-06-02,Wheat,Northwest,Spring,White Grubs,17.1,56.9,2.2,8.8,59.5,5.7,Chalky,199.8,9.6,84.1,Humid,None,Tomato,147,64598,1,3,Preventive measures recommended
2020-05-04,Rice,Southwest,Summer,Spider Mites,30.5,73.7,118.6,9.8,19.0,6.5,Chalky,78.8,76.5,107.4,Humid,Drip,Sugarcane,119,37103,1,7,Monitor closely and consider treatment
2022-07-23,Maize,Southwest,Spring,Cutworms,22.0,37.4,65.9,28.9,77.7,7.5,Clay,157.7,24.3,143.7,Dry,Sprinkler,Maize,55,64527,1,10,Immediate pesticide application recommended
2023-01-21,Soybean,Southeast,Winter,Boll Weevils,26.4,40.6,95.0,23.2,68.3,7.6,Silt,40.2,83.7,133.6,Windy,Flood,Rice,131,65804,1,10,Immediate pesticide application recommended
2021-11-09,Tomato,Southeast,Winter,Thrips,29.4,32.3,135.6,15.3,23.4,5.6,Silt,140.4,12.8,160.0,Cloudy,Flood,Potato,23,39576,1,9,Immediate pesticide application recommended
2020-03-19,Tomato,Southwest,Summer,Grasshoppers,27.3,52.1,21.0,6.3,43.0,5.5,Peat,187.9,78.7,131.4,Stormy,Sprinkler,Barley,143,37371,1,9,Immediate pesticide application recommended
2023-10-12,Rice,East,Winter,Boll Weevils,36.6,78.3,13.8,24.4,47.8,7.4,Silt,51.6,5.0,133.4,Humid,Flood,Tomato,103,49346,1,7,Monitor closely and consider treatment
2025-10-10,Soybean,East,Winter,Grasshoppers,37.4,37.7,114.6,28.2,20.4,6.2,Loam,148.9,72.9,59.3,Stormy,None,Tomato,77,23622,0,0,None
2023-04-21,Potato,North,Autumn,Leafhoppers,23.6,73.5,117.3,23.7,12.6,8.3,Sandy,121.5,90.1,203.8,Humid,Drip,Maize,120,37555,1,8,Immediate pesticide application recommended
2025-02-20,Cotton,East,Winter,Wireworms,17.6,35.9,127.4,27.4,67.0,8.2,Peat,197.1,55.0,88.5,Windy,Flood,Potato,38,52834,1,7,Monitor closely and consider treatment
2023-10-23,Rice,Southeast,Winter,Armyworms,33.2,35.9,5.6,20.9,28.3,6.3,Sandy,68.5,63.4,88.6,Humid,Drip,Wheat,17,25189,0,0,None
2020-03-18,Potato,Northwest,Winter,Stem Borers,38.1,84.3,136.1,28.1,36.1,7.8,Clay,104.0,30.6,236.7,Windy,Drip,Maize,50,20899,1,6,Monitor closely and consider treatment
2022-09-19,Barley,Southeast,Autumn,Cutworms,22.2,49.9,132.2,4.1,63.5,6.4,Peat,179.7,46.8,152.3,Cloudy,Sprinkler,Maize,73,42522,1,9,Immediate pesticide application recommended
2025-05-21,Maize,East,Spring,Leafhoppers,32.6,43.3,132.3,11.3,33.7,7.5,Sandy,147.3,65.2,132.5,Sunny,Flood,Cotton,112,32185,0,0,None
2021-08-10,Rice,East,Spring,Flea Beetles,26.3,49.8,129.1,9.7,79.8,7.4,Loam,133.4,19.4,202.5,Rainy,Drip,Soybean,37,25224,1,9,Immediate pesticide application recommended
2023-04-25,Sugarcane,Northeast,Autumn,Spider Mites,24.0,61.0,120.8,19.0,62.4,5.9,Loam,55.1,41.2,54.7,Cloudy,Flood,Rice,123,70882,1,8,Immediate pesticide application recommended
2021-04-03,Cotton,Southeast,Summer,Thrips,36.8,92.9,97.0,10.7,39.0,5.9,Peat,145.1,38.8,58.1,Rainy,Flood,Wheat,55,46713,1,5,Monitor closely and consider treatment
2021-09-02,Tomato,Northwest,Autumn,White Grubs,19.2,65.9,41.8,2.2,23.6,7.7,Clay,171.9,87.9,183.7,Cloudy,Sprinkler,Rice,83,65380,1,10,Immediate pesticide application recommended
2024-11-29,Wheat,Southeast,Spring,Leafhoppers,32.6,33.5,42.4,28.5,63.1,5.2,Sandy,112.8,66.6,293.3,Cloudy,None,Tomato,103,54638,1,9,Immediate pesticide application recommended
2024-10-24,Soybean,Northwest,Spring,Aphids,31.5,90.6,73.9,21.6,54.2,6.9,Peat,71.6,90.9,117.5,Humid,None,Tomato,39,56175,1,10,Immediate pesticide application recommended
2025-08-02,Maize,West,Winter,Boll Weevils,21.6,86.6,42.9,1.9,11.1,8.2,Loam,86.4,25.3,191.8,Sunny,Flood,Wheat,136,26302,1,10,Immediate pesticide application recommended
2024-07-12,Rice,West,Winter,Japanese Beetles,24.7,53.7,55.1,19.2,47.7,7.6,Peat,39.1,45.4,265.1,Humid,None,Wheat,108,66544,1,10,Immediate pesticide application recommended
2024-02-12,Tomato,Northwest,Autumn,Aphids,24.6,87.4,110.4,18.2,23.9,7.3,Peat,168.4,74.3,193.7,Cloudy,Drip,Maize,127,72167,1,10,Immediate pesticide application recommended
2022-02-21,Wheat,Northeast,Summer,White Grubs,31.0,47.8,123.4,27.4,57.8,6.8,Clay,79.6,36.4,230.8,Rainy,None,Cotton,64,67853,1,9,Immediate pesticide application recommended
2024-05-15,Maize,Northwest,Spring,Hessian Fly,16.8,74.4,47.2,0.6,33.6,7.9,Chalky,57.1,65.2,159.9,Dry,Furrow,Potato,61,35205,1,7,Monitor closely and consider treatment
2025-10-31,Wheat,North,Autumn,Boll Weevils,16.4,66.9,59.6,6.0,72.8,7.6,Chalky,64.0,56.2,290.8,Rainy,Sprinkler,Maize,116,67764,1,10,Immediate pesticide application recommended
2020-04-14,Soybean,Central,Spring,Aphids,28.5,93.9,50.1,8.3,33.8,7.6,Loam,74.0,14.8,211.1,Stormy,Sprinkler,Barley,46,20919,1,7,Monitor closely and consider treatment
2024-02-18,Tomato,Southeast,Autumn,Stem Borers,25.9,42.6,132.1,20.0,15.9,6.3,Chalky,112.2,80.7,280.1,Cloudy,Sprinkler,Barley,76,56818,1,9,Immediate pesticide application recommended
2025-06-26,Tomato,South,Summer,Leafhoppers,27.2,94.7,54.7,8.0,77.4,7.1,Sandy,65.0,32.3,71.6,Stormy,Drip,Rice,82,48702,1,9,Immediate pesticide application recommended
2025-05-05,Soybean,Southeast,Winter,Root Knot Nematodes,37.1,61.5,52.0,7.5,27.0,6.1,Silt,198.5,39.3,181.1,Stormy,Sprinkler,Maize,91,25543,1,10,Immediate pesticide application recommended
2021-12-03,Soybean,South,Autumn,Thrips,28.6,34.4,132.4,15.2,33.5,7.7,Silt,31.3,50.0,187.2,Sunny,Sprinkler,Rice,55,38338,1,10,Immediate pesticide application recommended
2020-05-30,Maize,South,Winter,Cutworms,32.4,80.1,145.4,25.3,34.3,7.3,Silt,175.0,54.9,220.7,Rainy,Furrow,Rice,128,37948,1,7,Monitor closely and consider treatment
2023-10-26,Barley,Northeast,Summer,Armyworms,37.2,76.2,131.5,4.9,67.0,8.3,Loam,164.9,63.4,281.6,Sunny,Furrow,Tomato,79,28112,1,8,Immediate pesticide application recommended
2020-12-29,Maize,Northwest,Summer,Japanese Beetles,23.5,78.7,112.6,5.1,42.9,7.8,Silt,193.7,64.1,209.5,Sunny,None,Potato,94,37217,1,8,Immediate pesticide application recommended
2024-09-09,Barley,East,Winter,Grasshoppers,23.7,63.0,41.2,10.8,78.0,5.0,Chalky,67.5,60.5,119.7,Windy,Drip,Rice,91,23592,1,10,Immediate pesticide application recommended
2023-12-14,Maize,East,Summer,Armyworms,36.2,72.8,7.5,23.9,24.9,7.2,Sandy,132.9,81.4,176.5,Dry,Sprinkler,Rice,67,33557,1,10,Immediate pesticide application recommended
2021-05-25,Wheat,Central,Autumn,Armyworms,35.5,43.3,127.0,11.0,62.1,6.2,Chalky,144.7,80.9,189.5,Cloudy,None,Sugarcane,14,52521,1,10,Immediate pesticide application recommended
2021-01-18,Soybean,West,Spring,Thrips,33.2,85.2,33.1,6.4,77.9,8.0,Peat,122.4,5.8,263.7,Cloudy,Furrow,Barley,80,41953,1,10,Immediate pesticide application recommended
2024-08-13,Maize,Northeast,Spring,Wireworms,36.4,94.4,48.0,1.1,23.7,8.1,Chalky,98.6,86.1,161.0,Windy,Sprinkler,Tomato,95,41833,1,3,Preventive measures recommended
2021-09-01,Sugarcane,Northwest,Summer,Corn Borers,27.3,91.7,68.6,23.9,14.1,6.7,Clay,121.5,15.8,125.6,Humid,Sprinkler,Potato,141,47862,1,9,Immediate pesticide application recommended
2020-06-20,Soybean,Southwest,Winter,Thrips,22.5,85.8,114.4,23.3,32.6,5.3,Loam,16.1,60.7,225.6,Stormy,Furrow,Rice,44,54727,1,5,Monitor closely and consider treatment
2023-05-20,Sugarcane,Northeast,Autumn,Flea Beetles,24.1,77.4,107.7,0.8,76.1,5.9,Clay,182.4,53.6,174.8,Sunny,Drip,Cotton,64,25182,1,6,Monitor closely and consider treatment
2020-11-20,Rice,Northeast,Winter,Stem Borers,37.9,41.0,101.4,12.7,56.3,5.6,Chalky,84.8,15.2,292.2,Humid,None,Cotton,123,69440,1,9,Immediate pesticide application recommended
2024-06-02,Barley,Central,Spring,Corn Borers,16.8,31.1,89.8,18.4,46.7,5.2,Sandy,73.0,39.1,226.2,Stormy,None,Maize,147,64870,1,4,Preventive measures recommended
2023-11-02,Rice,North,Autumn,Flea Beetles,33.1,33.0,148.3,19.2,20.4,7.5,Sandy,159.4,79.9,117.7,Stormy,None,Cotton,56,36613,0,0,None
2024-08-07,Sugarcane,Northeast,Autumn,Leafhoppers,15.4,54.7,15.6,11.5,14.0,7.3,Clay,21.9,63.5,108.5,Rainy,None,Cotton,92,37119,1,4,Preventive measures recommended
