date,crop,region,season,yield_prediction,global_demand,weather_impact,economic_condition,supply_index,demand_index,inventory_level,export_demand,production_cost,days_to_harvest,fertilizer_usage,irrigation_usage,price_per_ton
2022-08-25,Tomato,North,Autumn,1.98,high,normal,recession,88.71,61.78,17.18,48.99,67.2,130,medium,medium,351.44
2021-04-17,Sugarcane,Northeast,Spring,3.26,medium,normal,recession,48.79,60.86,44.89,52.7,27.92,154,high,high,39.08
2025-08-06,Barley,North,Spring,1.34,low,excellent,growth,58.46,89.52,63.5,40.13,140.55,81,medium,high,273.95
2025-06-26,Maize,Southwest,Autumn,6.41,medium,normal,stable,42.58,81.52,36.63,72.98,85.96,40,medium,medium,229.3
2022-04-30,Maize,Southwest,Summer,5.57,high,poor,recession,42.75,31.31,67.02,79.93,148.06,154,high,high,362.67
2024-11-27,Soybean,North,Spring,4.29,low,poor,recession,54.47,56.41,69.27,49.25,203.03,114,medium,high,426.93
2022-08-02,Potato,Northwest,Spring,1.91,low,excellent,stable,70.49,35.05,14.28,67.71,194.14,95,high,medium,248.7
2025-02-28,Soybean,East,Summer,6.28,low,normal,growth,54.71,57.34,70.92,21.78,315.54,134,high,high,203.47
2022-06-30,Maize,Southwest,Winter,4.13,high,normal,growth,57.84,49.54,52.5,67.3,76.08,146,high,low,312.42
2021-09-12,Tomato,Northeast,Winter,6.47,low,normal,stable,62.72,55.77,47.03,54.34,153.52,62,low,high,110.88
2025-01-18,Rice,Northeast,Summer,3.18,high,normal,recession,32.24,69.72,52.27,83.7,143.5,122,high,medium,702.97
2020-04-20,Soybean,Southwest,Spring,4.19,medium,normal,stable,77.96,81.44,68.37,58.32,277.64,165,low,low,452.3
2023-02-27,Rice,Northeast,Autumn,4.86,medium,normal,stable,63.67,83.11,24.65,50.71,242.01,46,low,medium,652.5
2020-04-27,Potato,West,Winter,1.82,high,excellent,growth,43.31,84.69,35.03,20.19,119.97,168,medium,high,649.36
2020-06-09,Wheat,East,Spring,7.79,high,poor,recession,48.58,66.82,60.87,65.26,122.2,162,medium,high,429.56
2021-04-10,Potato,Southwest,Winter,5.64,high,poor,stable,31.41,42.21,30.04,45.58,176.53,164,high,low,864.59
2023-01-25,Tea,East,Autumn,3.57,high,poor,growth,79.5,58.43,45.15,49.92,1365.7,56,medium,high,5956.77
2023-06-02,Potato,West,Summer,5.83,low,poor,recession,61.78,36.14,11.26,31.86,204.15,92,high,low,213.01
2024-07-07,Wheat,South,Winter,3.69,medium,normal,recession,78.29,60.11,12.29,79.23,192.03,130,high,high,267.79
2021-04-08,Tomato,West,Summer,5.42,low,excellent,growth,64.08,47.53,56.8,70.99,117.58,50,low,medium,147.71
2020-09-01,Barley,Central,Summer,4.48,high,excellent,growth,43.14,62.68,18.98,25.09,151.56,39,high,medium,389.12
2024-05-06,Tomato,Central,Autumn,7.5,medium,excellent,growth,52.85,53.98,38.96,52.57,111.28,153,low,medium,144.15
2025-01-12,Cotton,Northwest,Summer,6.45,low,poor,growth,43.06,56.05,45.36,31.84,1171.75,83,high,high,1777.14
2024-01-02,Soybean,Southwest,Autumn,2.41,medium,excellent,stable,30.51,48.95,40.04,77.21,226.77,50,medium,medium,583.34
2020-05-03,Barley,West,Spring,7.41,high,poor,recession,80.55,41.56,20.9,37.07,105.57,92,high,medium,201.79
2023-09-19,Rice,Southwest,Summer,4.72,low,normal,stable,64.85,69.65,48.51,77.76,248.32,32,low,low,368.84
2020-12-08,Coffee,Central,Winter,7.47,medium,poor,stable,72.06,56.17,24.68,20.74,863.0,51,high,high,2041.65
2020-10-27,Cotton,Northwest,Winter,6.19,high,normal,recession,53.16,49.47,13.67,57.71,1091.62,125,low,low,1615.33
2022-07-29,Tomato,Southeast,Autumn,7.15,medium,excellent,growth,60.17,30.46,14.57,38.97,73.92,65,low,high,101.2
2024-09-10,Rice,Northeast,Spring,2.13,medium,normal,recession,70.01,44.38,77.84,80.42,268.91,160,medium,low,304.0
2021-03-21,Tea,North,Autumn,3.4,medium,poor,growth,33.41,50.18,36.37,28.92,1080.96,87,low,low,5413.18
2023-10-27,Cotton,West,Autumn,5.75,medium,normal,growth,62.9,84.09,65.8,30.6,1089.15,122,low,high,2367.81
2021-03-10,Maize,North,Autumn,5.57,medium,poor,recession,81.72,68.46,19.85,38.09,123.76,136,high,medium,259.79
2023-12-12,Wheat,East,Summer,4.58,medium,excellent,stable,57.86,51.05,57.47,61.97,121.83,93,high,medium,195.95
2020-09-22,Wheat,Northwest,Spring,6.34,low,normal,growth,52.76,65.06,37.47,28.18,95.15,35,low,high,123.28
2022-08-04,Barley,North,Summer,4.28,low,poor,recession,49.54,50.19,51.84,52.74,66.08,70,low,medium,202.23
2022-11-06,Barley,West,Winter,6.4,high,normal,stable,38.54,70.49,34.09,60.46,160.06,83,medium,high,286.12
2020-09-08,Sugarcane,North,Summer,1.27,medium,normal,growth,85.28,42.1,65.61,24.71,23.18,109,low,low,56.48
2021-12-05,Sugarcane,West,Summer,5.43,medium,normal,growth,69.53,71.93,34.56,66.62,25.71,127,low,low,63.39
2023-08-21,Coffee,Northwest,Summer,2.18,medium,excellent,growth,80.8,82.03,24.26,49.16,1331.09,97,low,high,3448.37
2022-12-22,Wheat,Southeast,Spring,4.84,medium,excellent,recession,31.34,75.53,70.34,29.95,187.08,178,low,low,150.71
2023-07-04,Rice,Northeast,Spring,2.92,high,normal,recession,42.45,59.35,45.5,65.63,280.33,45,high,low,623.27
2025-08-14,Cotton,West,Autumn,7.54,high,excellent,growth,77.78,84.54,44.96,22.72,586.65,166,medium,high,1427.76
2025-07-25,Rice,Northeast,Summer,3.35,high,poor,recession,39.97,81.03,78.95,21.16,137.88,73,high,low,612.18
2020-09-05,Cotton,West,Autumn,4.5,low,excellent,stable,50.26,76.93,55.8,24.8,1030.39,114,low,high,1065.93
2021-01-14,Cotton,East,Spring,4.33,low,excellent,stable,85.66,31.81,17.23,47.04,1338.26,97,high,medium,961.97
2021-07-28,Tea,Northeast,Winter,4.81,high,normal,growth,79.45,47.01,17.8,37.22,1867.96,178,low,high,3828.6
2023-09-08,Soybean,Southeast,Winter,2.36,high,normal,growth,68.26,41.82,49.92,27.16,317.51,73,high,high,517.98
2023-03-17,Barley,Southwest,Winter,6.64,high,poor,recession,62.48,32.29,29.61,29.68,123.58,77,high,medium,210.0
2021-06-08,Coffee,West,Spring,5.86,low,normal,stable,71.79,53.81,20.71,29.25,1674.34,144,medium,medium,1367.52
2024-05-17,Soybean,Central,Autumn,2.54,low,excellent,growth,66.21,81.95,51.52,88.18,280.24,75,high,low,415.03
2025-01-19,Barley,East,Autumn,3.18,medium,poor,recession,88.29,58.66,76.73,32.85,67.25,126,medium,high,158.74
2022-01-12,Rice,Northwest,Summer,2.37,medium,poor,growth,35.9,74.04,28.52,64.76,253.73,147,low,low,1262.94
2021-12-12,Sugarcane,North,Winter,2.04,medium,poor,recession,33.03,31.78,17.27,46.54,39.18,63,high,medium,78.21
2022-07-08,Rice,Southeast,Autumn,3.47,low,poor,growth,57.18,78.86,74.3,88.0,285.29,76,medium,low,740.79
2025-09-21,Tea,North,Summer,5.19,medium,poor,stable,41.81,33.34,74.35,53.94,1662.36,136,low,high,3460.23
2024-06-02,Coffee,Northwest,Spring,5.26,low,normal,stable,57.08,56.67,74.06,77.16,1015.74,152,high,low,2227.94
2025-08-13,Sugarcane,Central,Spring,5.0,medium,normal,recession,75.97,73.66,59.6,81.62,34.16,99,low,low,49.62
2023-02-04,Tomato,Southeast,Winter,2.7,high,normal,stable,82.37,50.13,73.76,77.7,67.41,165,medium,low,262.09
2023-04-19,Coffee,Central,Summer,7.84,low,excellent,growth,57.51,34.02,30.52,50.11,1489.9,49,low,low,1073.22
2021-01-13,Coffee,Central,Spring,2.06,medium,poor,growth,60.9,59.01,68.57,41.17,1311.9,112,medium,low,5480.95
2021-05-18,Tomato,Northwest,Spring,6.85,high,excellent,stable,70.54,57.9,54.65,42.56,74.41,40,high,high,116.45
2022-05-03,Maize,South,Winter,3.24,low,excellent,stable,56.62,56.36,61.63,85.54,98.9,86,low,low,156.5
2021-09-10,Wheat,Southwest,Autumn,2.25,high,poor,growth,65.67,78.82,70.07,69.45,85.22,157,medium,high,573.21
2025-07-01,Tomato,West,Autumn,3.44,low,normal,recession,88.04,41.57,41.77,43.39,80.55,92,low,medium,84.72
2021-09-03,Maize,Southwest,Winter,7.14,medium,normal,recession,40.47,67.41,75.96,86.69,120.04,65,high,low,165.08
2021-01-17,Barley,East,Summer,2.9,medium,normal,recession,44.87,74.85,78.65,25.43,152.84,82,high,low,161.78
2025-04-27,Coffee,South,Winter,4.97,medium,excellent,recession,47.83,69.02,39.2,35.34,1413.66,129,medium,low,1559.59
2023-06-07,Tomato,Northeast,Autumn,1.17,high,poor,recession,74.46,61.34,76.27,27.2,133.23,178,high,medium,294.09
2023-04-28,Barley,South,Spring,3.44,medium,excellent,recession,51.48,55.85,11.47,79.27,163.0,32,high,medium,204.24
2021-12-23,Coffee,North,Autumn,1.28,medium,poor,stable,76.56,34.34,66.55,62.91,1132.94,35,medium,medium,4861.19
2021-11-08,Rice,Southwest,Autumn,5.45,high,poor,stable,58.52,76.37,13.17,44.1,231.86,147,medium,low,1601.31
2025-06-26,Cotton,Central,Spring,5.12,high,normal,growth,40.17,34.47,11.47,48.91,837.35,92,low,low,3195.43
2022-06-20,Soybean,West,Summer,3.76,high,normal,recession,80.6,67.29,55.23,46.73,309.79,130,high,high,575.14
2022-04-05,Soybean,West,Summer,2.06,high,excellent,growth,54.12,32.83,18.08,25.71,234.32,35,low,medium,431.56
2022-08-18,Potato,South,Summer,1.19,medium,excellent,recession,72.43,42.45,60.59,20.51,136.85,130,medium,medium,193.08
2021-06-14,Tomato,Northeast,Winter,5.35,medium,excellent,growth,82.27,75.25,41.47,70.3,113.75,126,high,high,257.23
2020-10-23,Sugarcane,Southwest,Autumn,7.83,high,normal,recession,36.3,50.44,23.47,64.15,31.6,67,medium,low,62.59
2020-02-07,Rice,Southwest,Summer,2.43,medium,poor,stable,55.29,66.13,56.13,27.19,304.21,87,high,medium,476.84
2022-04-27,Tea,Northeast,Autumn,4.12,medium,normal,stable,71.7,39.58,27.85,87.31,2215.26,116,low,medium,3384.04
2022-08-08,Tea,South,Autumn,2.49,low,poor,growth,64.38,42.22,48.5,45.6,1443.64,167,medium,low,2866.0
2023-01-07,Cotton,North,Autumn,3.83,low,poor,growth,85.52,75.32,36.83,36.12,1133.11,172,low,low,2040.21
2021-01-12,Tomato,South,Autumn,6.65,high,poor,recession,81.65,63.86,46.18,70.37,77.58,32,low,high,281.99
2025-09-07,Coffee,North,Autumn,3.17,low,excellent,stable,32.13,73.07,11.69,32.57,1430.3,108,high,low,2017.39
2024-06-27,Tomato,South,Winter,7.58,medium,normal,growth,33.96,64.73,33.02,66.86,155.29,38,high,high,221.73
2024-03-04,Rice,North,Winter,6.31,high,poor,stable,81.89,78.21,32.87,76.88,182.7,121,low,high,863.23
2023-03-01,Maize,Southeast,Summer,7.07,medium,excellent,stable,45.33,64.34,58.5,49.81,138.3,121,medium,medium,146.36
2022-09-09,Tomato,East,Autumn,5.22,medium,normal,growth,50.48,77.13,67.83,43.24,128.23,64,high,high,306.03
2020-05-14,Tomato,Central,Autumn,5.49,high,normal,recession,50.56,88.15,34.25,63.42,98.01,68,low,medium,301.76
2025-09-26,Rice,South,Winter,4.09,low,poor,recession,65.32,86.63,20.29,80.33,195.85,139,high,medium,701.73
2020-05-28,Coffee,Southeast,Winter,3.36,medium,normal,stable,67.53,83.92,34.4,73.3,774.05,61,high,low,3680.87
2025-08-23,Maize,Northwest,Winter,4.89,low,normal,stable,86.27,86.32,33.94,51.95,139.24,117,medium,medium,150.5
2023-10-13,Potato,Central,Summer,6.91,low,excellent,growth,55.08,50.94,67.44,46.38,150.78,78,medium,medium,141.89
2025-02-27,Rice,South,Winter,3.29,low,normal,recession,65.44,56.89,62.37,39.44,154.4,115,low,low,167.32
2025-06-03,Barley,Southwest,Winter,5.92,low,excellent,growth,53.05,63.82,75.87,53.89,82.76,50,high,medium,128.13
2024-01-25,Coffee,West,Winter,6.36,medium,excellent,recession,41.71,50.81,13.5,69.14,1679.92,146,high,low,1025.76
2024-01-05,Cotton,South,Summer,4.2,low,normal,growth,62.3,74.99,28.78,62.49,1407.53,127,low,low,1732.1
2025-05-31,Rice,West,Autumn,3.03,medium,excellent,stable,61.15,34.36,57.36,65.79,295.26,171,medium,medium,259.48
2022-04-30,Tea,North,Winter,4.5,high,normal,stable,71.53,40.92,10.2,32.06,993.32,93,high,low,2929.91
2025-07-02,Rice,South,Summer,5.51,low,normal,stable,38.45,42.88,65.88,60.36,125.87,134,high,low,238.19
2020-01-20,Tomato,Northeast,Spring,6.94,medium,excellent,stable,67.79,41.2,27.64,58.75,116.08,146,high,low,104.45
2020-02-20,Sugarcane,Central,Winter,4.85,medium,poor,growth,64.95,63.52,15.1,48.79,23.47,117,medium,high,119.94
2023-02-06,Barley,Northwest,Autumn,7.95,low,poor,growth,57.94,56.11,43.86,84.35,133.26,134,low,medium,278.96
2024-01-30,Potato,North,Autumn,7.51,medium,excellent,stable,45.86,53.6,77.65,57.87,154.76,46,low,low,149.89
2023-01-16,Maize,Southwest,Winter,2.37,high,poor,stable,53.07,67.87,12.71,25.83,60.54,155,medium,high,540.71
2025-07-27,Sugarcane,Central,Summer,6.96,high,normal,stable,41.11,69.67,18.29,61.55,25.89,84,high,high,74.95
2022-02-27,Coffee,North,Autumn,3.86,medium,normal,recession,81.39,40.06,51.67,77.53,1642.37,157,high,medium,2129.86
2025-04-08,Rice,Southeast,Winter,1.02,medium,normal,growth,57.93,76.05,22.78,67.49,147.93,101,high,high,1184.01
2024-09-25,Sugarcane,South,Autumn,6.62,low,excellent,growth,64.11,32.03,16.36,80.47,15.83,140,low,low,29.97
2020-11-25,Wheat,Central,Autumn,2.49,low,normal,growth,43.45,76.56,30.37,22.7,165.14,167,low,medium,201.13
2020-03-17,Wheat,North,Winter,7.68,high,normal,recession,79.92,62.91,39.74,84.76,170.78,144,high,medium,213.0
2022-05-22,Barley,Central,Autumn,5.21,low,poor,recession,88.41,81.5,48.53,84.6,103.67,147,high,low,258.54
2021-03-15,Rice,Northeast,Summer,5.91,medium,normal,growth,40.28,83.72,27.36,86.43,123.4,69,high,low,922.94
2020-06-19,Tomato,South,Summer,6.4,low,poor,growth,59.51,84.58,60.05,73.78,72.05,105,low,high,325.7
2022-07-12,Rice,Southwest,Spring,1.68,high,normal,growth,81.03,43.55,70.69,29.98,181.69,120,low,medium,577.96
2023-09-27,Rice,East,Winter,7.37,low,poor,recession,30.89,36.44,55.16,27.35,209.77,138,high,high,192.84
2023-04-05,Soybean,Northeast,Winter,4.55,low,excellent,growth,81.62,87.44,45.86,55.73,298.53,95,low,low,272.64
2021-03-20,Maize,Central,Winter,3.79,high,poor,growth,43.29,54.47,67.96,68.95,69.47,37,low,high,743.49
2021-08-11,Cotton,West,Winter,1.4,medium,normal,recession,60.37,73.81,56.51,80.49,659.94,69,low,medium,3100.3
2023-12-18,Tomato,Central,Spring,7.56,low,poor,recession,36.05,44.38,34.82,57.85,100.86,120,low,medium,129.18
2021-04-15,Rice,Southeast,Spring,7.03,high,normal,growth,87.03,34.2,58.98,28.0,299.59,106,medium,medium,266.13
2023-10-12,Barley,North,Autumn,5.1,medium,poor,growth,53.66,44.08,54.04,70.99,169.99,123,high,low,414.35
2023-09-17,Rice,South,Summer,3.86,high,poor,growth,72.35,80.02,68.2,22.4,191.14,118,low,medium,861.91
2025-11-27,Barley,Northeast,Autumn,7.06,medium,normal,stable,78.9,78.67,34.63,23.24,84.97,167,medium,high,121.54
2023-08-15,Tomato,Northeast,Autumn,5.69,high,excellent,stable,38.03,37.52,34.76,26.62,92.98,134,low,low,185.57
2025-10-11,Coffee,West,Autumn,2.83,high,normal,stable,88.94,81.69,71.93,29.13,1837.58,84,medium,low,2498.56
2023-07-31,Maize,South,Winter,7.59,medium,poor,stable,79.14,35.48,15.93,45.03,130.49,96,low,low,189.53
2022-06-28,Soybean,South,Winter,4.93,low,excellent,recession,72.95,46.4,30.38,52.77,285.73,122,medium,low,165.48
2024-11-06,Cotton,Southwest,Autumn,5.94,low,poor,growth,49.44,49.35,44.1,57.93,1124.47,76,high,high,2144.92
2025-10-15,Wheat,South,Spring,3.08,low,poor,recession,48.48,68.72,40.32,29.4,75.74,126,low,high,247.59
2024-10-28,Wheat,North,Spring,1.21,high,excellent,recession,82.05,57.47,56.02,85.03,90.78,144,high,low,376.26
2020-01-03,Soybean,Southwest,Summer,6.89,medium,poor,recession,89.62,72.7,54.93,84.42,323.41,39,medium,high,356.03
2022-03-18,Potato,Northwest,Spring,7.06,high,normal,recession,30.16,60.87,64.79,32.7,202.72,154,low,low,244.87
2021-06-16,Cotton,North,Autumn,6.96,high,excellent,growth,55.88,74.37,47.13,65.31,1005.0,73,high,low,2174.36
2024-01-03,Soybean,Central,Winter,4.33,high,excellent,stable,80.5,35.56,50.93,28.04,261.63,83,high,high,350.88
2022-08-19,Soybean,East,Summer,3.59,medium,normal,stable,61.22,36.88,25.62,68.05,321.43,160,low,low,422.2
2022-01-15,Tea,East,Spring,5.53,medium,normal,recession,80.22,66.34,66.71,88.8,1024.24,160,low,low,2207.45
2025-05-31,Maize,South,Summer,4.26,high,poor,recession,59.98,67.32,40.75,42.73,64.32,85,high,medium,356.65
2020-11-08,Tomato,East,Summer,1.24,medium,normal,recession,40.5,56.94,39.23,33.35,142.23,93,medium,medium,234.65
2021-03-04,Rice,Central,Summer,6.58,medium,poor,stable,89.35,44.7,35.38,89.5,147.58,155,medium,medium,502.19
2025-06-13,Coffee,Northwest,Summer,1.54,low,normal,stable,61.26,58.11,15.48,40.3,1273.67,83,low,high,3308.35
2024-06-20,Tea,Central,Autumn,7.4,medium,excellent,stable,49.95,48.56,42.42,20.53,1210.98,40,medium,high,1441.76
2025-06-23,Barley,Northeast,Winter,2.48,low,normal,stable,33.67,57.31,73.39,20.28,135.13,55,medium,high,145.19
2023-09-04,Tomato,North,Spring,6.63,medium,normal,recession,36.68,79.84,47.95,77.12,121.77,44,high,high,188.19
2021-03-28,Coffee,Southeast,Autumn,3.74,medium,poor,stable,66.07,68.17,63.63,78.15,1579.01,122,low,low,5076.07
2023-11-09,Barley,Northeast,Winter,3.21,high,normal,recession,51.74,56.38,77.3,25.15,120.83,106,low,medium,182.54
2022-10-25,Rice,Central,Summer,2.13,low,excellent,recession,78.65,31.87,41.86,47.63,138.44,111,medium,low,153.56
2024-03-05,Rice,West,Winter,1.96,low,excellent,recession,89.01,33.51,30.24,74.24,191.5,96,high,high,271.62
2023-10-17,Coffee,East,Summer,4.36,high,poor,recession,41.2,72.93,22.57,79.41,1424.37,169,low,medium,9686.08
2021-06-25,Tomato,Northeast,Autumn,6.41,high,excellent,growth,74.59,81.48,16.43,70.82,83.32,51,high,high,294.82
2024-07-08,Tomato,East,Spring,2.97,medium,normal,growth,30.91,83.62,61.74,29.75,92.79,139,low,low,235.66
2020-09-17,Barley,Central,Winter,5.17,high,normal,recession,58.33,68.92,71.87,47.87,162.44,134,medium,medium,185.48
2020-03-07,Sugarcane,South,Autumn,2.54,high,excellent,recession,37.28,44.36,24.46,88.96,24.53,47,high,medium,73.22
2024-07-17,Cotton,North,Summer,4.12,medium,poor,growth,43.41,56.29,43.16,86.78,1051.76,33,high,medium,6289.48
2020-03-04,Sugarcane,South,Spring,7.79,high,normal,recession,64.6,38.7,36.91,75.46,25.54,148,medium,medium,41.32
2024-02-10,Barley,Central,Winter,6.81,low,poor,growth,62.02,74.76,55.19,56.69,89.63,63,medium,low,191.87
2023-10-22,Soybean,Southeast,Autumn,7.18,medium,poor,recession,46.54,45.17,28.05,26.7,247.2,118,low,high,393.7
2022-01-25,Soybean,Northwest,Winter,4.17,low,poor,growth,61.19,47.86,67.06,57.39,181.9,170,high,high,418.72
2022-03-02,Tomato,West,Autumn,7.31,high,poor,recession,36.57,74.01,57.49,25.1,150.15,49,medium,high,276.78
2024-02-10,Coffee,Northwest,Spring,2.94,medium,poor,growth,61.54,88.34,52.75,40.74,1322.97,180,low,medium,5757.9
2021-08-20,Cotton,South,Spring,5.73,medium,poor,stable,56.71,84.64,70.72,30.28,1246.45,105,high,low,2663.5
2020-12-17,Soybean,East,Winter,2.67,medium,excellent,stable,30.58,36.94,77.26,47.38,222.15,143,low,high,332.22
2025-03-16,Rice,North,Spring,2.87,medium,normal,stable,39.84,60.53,60.62,58.56,127.09,30,low,medium,456.82
2025-08-05,Rice,East,Winter,2.61,low,normal,stable,48.11,68.67,63.91,43.26,187.93,39,high,high,344.25
2021-01-13,Cotton,Southeast,Spring,4.16,low,poor,growth,40.21,85.63,59.38,50.35,650.05,81,medium,high,3131.78
2021-08-10,Wheat,North,Summer,6.58,low,normal,growth,32.0,46.42,53.55,54.15,111.88,117,low,high,201.39
2024-12-14,Rice,Northwest,Autumn,2.41,high,poor,recession,48.11,74.54,22.86,61.57,204.74,53,medium,medium,1070.07
2021-09-08,Tomato,South,Spring,2.89,medium,excellent,growth,53.92,39.99,42.28,49.12,159.01,152,high,low,158.85
2023-04-27,Sugarcane,Northwest,Autumn,5.16,low,normal,growth,34.17,57.6,71.5,80.67,39.05,67,high,low,62.21
2025-03-19,Barley,Southeast,Summer,2.17,medium,excellent,recession,87.78,86.63,20.99,37.29,164.13,156,high,low,137.76
2021-06-07,Potato,South,Summer,4.04,low,poor,growth,77.88,53.76,61.55,47.78,224.88,113,high,high,326.2
2020-12-30,Cotton,North,Autumn,4.65,low,normal,growth,68.93,48.4,54.99,29.87,1344.25,77,low,high,820.63
2022-03-16,Maize,South,Summer,2.01,high,excellent,growth,80.42,71.59,33.87,42.92,156.6,73,high,low,277.87
2021-10-12,Cotton,Central,Winter,2.29,low,excellent,growth,84.32,74.52,75.29,81.54,1034.55,111,medium,low,1324.51
2021-08-20,Maize,South,Summer,2.07,medium,excellent,growth,43.29,42.11,25.44,53.35,146.78,121,high,medium,243.13
2023-12-20,Maize,Central,Autumn,3.08,high,poor,growth,52.95,52.41,30.56,68.91,125.58,76,low,low,545.47
2025-11-22,Tomato,South,Spring,6.9,medium,excellent,recession,85.05,84.03,47.81,33.0,82.22,170,high,high,74.66
2023-12-04,Tea,Central,Spring,4.71,high,excellent,growth,86.14,45.74,16.04,75.74,2219.08,51,medium,high,5102.21
2020-05-15,Maize,West,Summer,4.14,medium,excellent,recession,36.15,32.54,14.38,50.74,83.48,125,low,high,145.96
2023-01-27,Potato,West,Autumn,4.21,low,normal,recession,67.2,70.76,37.72,43.59,145.26,103,high,low,146.51
2023-07-25,Sugarcane,Northwest,Autumn,1.49,low,normal,stable,49.3,41.99,30.36,70.01,39.71,31,high,medium,67.79
2020-04-29,Rice,Northwest,Autumn,5.21,medium,normal,stable,48.35,30.2,34.75,48.34,266.62,80,medium,high,351.42
2020-01-17,Rice,Southwest,Winter,7.01,low,excellent,stable,87.76,51.11,77.02,75.96,126.17,52,low,low,131.62
2024-12-29,Sugarcane,West,Autumn,1.24,low,excellent,stable,61.89,65.09,27.66,85.79,30.26,54,low,high,68.4
2020-12-11,Coffee,East,Winter,2.23,low,excellent,recession,73.28,59.95,43.13,78.42,922.72,129,low,high,1323.92
2024-07-06,Cotton,Northwest,Winter,5.62,medium,normal,stable,30.32,77.25,76.13,69.33,1328.31,63,low,medium,2098.3
2022-08-13,Tomato,Northeast,Spring,3.53,medium,excellent,growth,51.04,49.25,61.45,85.94,148.54,37,high,high,254.58
2025-11-29,Potato,Northeast,Autumn,7.97,low,poor,recession,47.72,68.09,73.46,82.97,138.22,92,low,high,273.88
2020-11-17,Cotton,North,Spring,1.66,low,poor,recession,68.76,86.82,45.56,52.04,1317.55,175,low,low,3566.33
2025-10-31,Rice,East,Autumn,3.72,high,poor,stable,52.63,41.27,16.19,81.96,156.24,57,high,medium,1068.26
2020-05-15,Tomato,East,Summer,1.44,low,poor,recession,64.94,62.76,49.74,52.77,74.19,124,low,low,269.52
